NIVT_SAT	annee_ctr_f	nper_enq_f	npie_log_f	peri_ctr_f	puissto_f	qpay_ctr_f	tarif_f	niv_urb_f	annee_log_f	stat_log_f	type_log_f	emme_log_f	date_chf_f	chem_log_f	age_enq_f	ideal_chf_f	num_ind	i
3	1989a1990	1personne	1piece	Indestmensu	6kVA	Qpay=4	Doubletarif	50Ma100Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1094	18
3	1971a1980	4personnes	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	10Ma20Mhab	<=1948	Proprietaire	Individuel	avant1982	avant1982	Pascheminee	45a54ans	Electric	1095	18
1	1989a1990	2personnes	4pieces	Mensualise	6kVA	Qpay=8	Doubletarif	50Ma100Mhab	<=1948	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Gazvr	1096	18
2	1989a1990	1personne	3pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1097	18
3	1989a1990	4personnes	4pieces	Mensualise	>=12kVA	Qpay=3	Doubletarif	50Ma100Mhab	<=1948	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Electric	1098	18
2	91	1personne	1piece	Indestmensu	6kVA	Qpay=8	Doubletarif	50Ma100Mhab	1949->73	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1099	18
2	1971a1980	2personnes	3pieces	Indestmensu	>=12kVA	Qpay=9	Doubletarif	50Ma100Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	55a64ans	Electric	1100	18
3	1989a1990	2personnes	4pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	2Ma5Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1101	18
3	1989a1990	1personne	3pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1102	18
2	1989a1990	2personnes	2pieces	Indestmensu	6kVA	Qpay=4	Doubletarif	50Ma100Mhab	1974->81	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	1103	18
3	1989a1990	4personnes	5pieces	Indestmensu	>=12kVA	Qpay=7	Doubletarif	agglo.rurale	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1104	18
2	1971a1980	4personnes	>=6piec	Mensualise	>=12kVA	Qpay=7	Doubletarif	agglo.rurale	<=1948	Proprietaire	Collectif	avant1982	avant1982	Cheminee	35a44ans	Electric	1105	18
2	1989a1990	4personnes	4pieces	Indestmensu	>=12kVA	Qpay=4	Doubletarif	50Ma100Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Gazvr	1106	18
3	1981a1985	3personnes	2pieces	Indestdeter	6kVA	Qpay=3	Doubletarif	10Ma20Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Electric	1107	18
3	1966a1970	3personnes	4pieces	Indestdeter	>=12kVA	Qpay=6	Doubletarif	2Ma5Mhab	<=1948	Proprietaire	Individuel	avant1982	avant1982	Cheminee	55a64ans	Electric	1108	18
2	1989a1990	4personnes	>=6piec	Indestmensu	>=12kVA	Qpay=9	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Gazvr	1109	18
1	1989a1990	3personnes	>=6piec	Indestmensu	6kVA	Qpay=5	Simpletarif	50Ma100Mhab	<=1948	Proprietaire	Collectif	avant1982	avant1982	Cheminee	35a44ans	Electric	1110	18
2	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=5	Simpletarif	10Ma20Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Fioul	1111	18
2	1989a1990	2personnes	3pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	50Ma100Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Electric	1112	18
2	1989a1990	2personnes	2pieces	Indestmensu	6kVA	Qpay=6	Doubletarif	10Ma20Mhab	1949->73	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1113	18
3	1986a1988	4personnes	4pieces	Mensualise	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	1114	18
2	1981a1985	4personnes	>=6piec	Mensualise	>=12kVA	Qpay=9	Doubletarif	2Ma5Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Pascheminee	35a44ans	Bois	1115	18
1	1989a1990	4personnes	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	35a44ans	Gazvr	1116	18
3	1981a1985	2personnes	2pieces	Mensualise	6kVA	Qpay=9	Doubletarif	50Ma100Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	45a54ans	Gazvr	1117	18
2	1966a1970	1personne	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	10Ma20Mhab	1949->73	Proprietaire	Individuel	avant1982	avant1982	Cheminee	55a64ans	Electric	1118	18
3	1981a1985	1personne	3pieces	Mensualise	>=12kVA	Qpay=7	Doubletarif	10Ma20Mhab	1974->81	Locataire	Individuel	avant1982	avant1982	Pascheminee	55a64ans	Gazvr	1119	18
1	1989a1990	1personne	4pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	1949->73	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Bois	1120	18
2	1989a1990	2personnes	2pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	50Ma100Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Cheminee	35a44ans	Electric	1121	18
3	1971a1980	1personne	1piece	Indestdeter	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	<=1948	Locataire	Collectif	avant1982	avant1982	Pascheminee	45a54ans	Electric	1122	18
2	1989a1990	4personnes	5pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	50Ma100Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	45a54ans	Gazvr	1123	18
3	1971a1980	1personne	1piece	Mensualise	6kVA	Qpay=8	Doubletarif	50Ma100Mhab	1974->81	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Electric	1124	18
2	1981a1985	4personnes	4pieces	Indestdeter	>=12kVA	Qpay=9	Doubletarif	agglo.rurale	<=1948	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	45a54ans	Electric	1125	18
2	1989a1990	3personnes	4pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	agglo.rurale	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Electric	1126	18
1	1966a1970	4personnes	>=6piec	Mensualise	>=12kVA	Qpay=9	Doubletarif	50Ma100Mhab	<=1948	Locataire	Individuel	avant1982	entre1989et1990	Cheminee	55a64ans	Autre	1127	18
2	1989a1990	2personnes	3pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	2Ma5Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Cheminee	18a34ans	Electric	1128	18
2	1981a1985	2personnes	4pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	10Ma20Mhab	1974->81	Proprietaire	Individuel	entre1982et1988	avant1982	Pascheminee	35a44ans	Gazvr	1129	18
2	1989a1990	1personne	1piece	Indestmensu	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	1949->73	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	35a44ans	Electric	1130	18
2	1981a1985	1personne	4pieces	Indestdeter	>=12kVA	Qpay=9	Doubletarif	50Ma100Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Gazvr	1131	18
2	1989a1990	1personne	2pieces	Mensualise	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Electric	1132	18
1	1971a1980	4personnes	5pieces	Indestdeter	9kVA	Qpay=5	Doubletarif	50Ma100Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	35a44ans	Electric	1133	18
2	1989a1990	5perset+	5pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	50Ma100Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Gazvr	1134	18
3	1971a1980	4personnes	3pieces	Indestdeter	6kVA	Qpay=8	Doubletarif	5Ma10Mhab	<=1948	Proprietaire	Individuel	avant1982	avant1982	Pascheminee	55a64ans	Electric	1135	18
2	1981a1985	5perset+	5pieces	Mensualise	>=12kVA	Qpay=3	Doubletarif	5Ma10Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	35a44ans	Electric	1136	18
2	1989a1990	4personnes	5pieces	Relevenormal	9kVA	Qpay=0,1,2	Doubletarif	20Ma50Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1137	18
1	1971a1980	1personne	>=6piec	Indestdeter	>=12kVA	Qpay=7	Doubletarif	5Ma10Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	45a54ans	Gazvr	1138	18
2	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=5	Doubletarif	50Ma100Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Bois	1139	18
3	1986a1988	4personnes	3pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	50Ma100Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Cheminee	35a44ans	Fioul	1140	18
3	1986a1988	4personnes	5pieces	Indestmensu	>=12kVA	Qpay=5	Doubletarif	2Ma5Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Cheminee	35a44ans	Electric	1141	18
2	1989a1990	2personnes	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	45a54ans	Electric	1142	18
3	1986a1988	1personne	1piece	Relevenormal	6kVA	Qpay=6	Doubletarif	50Ma100Mhab	1949->73	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	45a54ans	Electric	1143	18
3	1981a1985	1personne	1piece	Relevenormal	6kVA	Qpay=8	Simpletarif	50Ma100Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	55a64ans	Electric	1144	18
2	1989a1990	1personne	2pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	50Ma100Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Electric	1145	18
2	1989a1990	4personnes	5pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	50Ma100Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1146	18
2	91	2personnes	1piece	Indestmensu	6kVA	Qpay=8	Doubletarif	50Ma100Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	1147	18
3	1989a1990	4personnes	4pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1148	18
3	1989a1990	3personnes	4pieces	Mensualise	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Electric	1149	18
3	1986a1988	4personnes	5pieces	Mensualise	>=12kVA	Qpay=5	Doubletarif	50Ma100Mhab	1974->81	Locataire	Individuel	entre1982et1988	avant1982	Cheminee	45a54ans	Electric	1150	18
2	1989a1990	3personnes	4pieces	Indestmensu	>=12kVA	Qpay=9	Doubletarif	agglo.rurale	<=1948	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Fioul	1151	18
3	1971a1980	1personne	2pieces	Mensualise	6kVA	Qpay=9	Doubletarif	50Ma100Mhab	1949->73	Locataire	Collectif	entre1982et1988	entre1989et1990	Cheminee	45a54ans	Electric	1152	18
3	1989a1990	1personne	1piece	Relevenormal	6kVA	Qpay=8	Simpletarif	2Ma5Mhab	1949->73	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1153	18
2	1981a1985	4personnes	4pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	50Ma100Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	35a44ans	Fioul	1154	18
1	1989a1990	2personnes	2pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	50Ma100Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Cheminee	45a54ans	Autre	1155	18
2	1989a1990	1personne	1piece	Relevenormal	6kVA	Qpay=8	Doubletarif	50Ma100Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1156	18
3	1986a1988	1personne	2pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	1949->73	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1157	18
3	1989a1990	2personnes	2pieces	Indestmensu	6kVA	Qpay=5	Doubletarif	50Ma100Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Bois	1158	18
2	1989a1990	2personnes	3pieces	Relevenormal	6kVA	Qpay=9	Simpletarif	50Ma100Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Cheminee	45a54ans	Electric	1159	18
3	1981a1985	2personnes	4pieces	Indestdeter	>=12kVA	Qpay=9	Doubletarif	20Ma50Mhab	1974->81	Proprietaire	Collectif	entre1982et1988	avant1982	Pascheminee	65anset+	Electric	1160	18
3	1989a1990	1personne	3pieces	Indestdeter	6kVA	Qpay=8	Doubletarif	20Ma50Mhab	1974->81	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	65anset+	Electric	1161	18
2	1989a1990	2personnes	2pieces	Relevenormal	6kVA	Qpay=6	Doubletarif	50Ma100Mhab	1949->73	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1162	18
2	1989a1990	2personnes	3pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	50Ma100Mhab	<=1948	Locataire	Individuel	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Gazvr	1163	18
3	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	50Ma100Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Bois	1164	18
3	1981a1985	5perset+	5pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	50Ma100Mhab	1974->81	Proprietaire	Collectif	entre1982et1988	avant1982	Pascheminee	35a44ans	Gazvr	1165	18
2	1981a1985	4personnes	5pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	50Ma100Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	35a44ans	Electric	1166	18
1	1989a1990	2personnes	4pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	50Ma100Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Gazvr	1167	18
2	1981a1985	1personne	3pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	50Ma100Mhab	1974->81	Locataire	Collectif	entre1982et1988	avant1982	Pascheminee	65anset+	Electric	1168	18
2	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	50Ma100Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Autre	1169	18
3	1971a1980	3personnes	5pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	50Ma100Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	35a44ans	Electric	1170	18
1	1989a1990	5perset+	5pieces	Relevenormal	9kVA	Qpay=6	Doubletarif	50Ma100Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Autre	1171	18
2	1989a1990	5perset+	5pieces	Indestdeter	>=12kVA	Qpay=9	Doubletarif	agglo.rurale	1949->73	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	35a44ans	Gazvr	1172	18
3	1989a1990	1personne	5pieces	Relevenormal	>=12kVA	Qpay=8	Doubletarif	5Ma10Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	45a54ans	Electric	1173	18
2	1989a1990	4personnes	5pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	50Ma100Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Cheminee	35a44ans	Electric	1174	18
2	1989a1990	1personne	1piece	Indestmensu	6kVA	Qpay=9	Doubletarif	50Ma100Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	55a64ans	Electric	1175	18
1	1989a1990	2personnes	3pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	2Ma5Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	18a34ans	Bois	1176	18
3	1989a1990	4personnes	5pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	50Ma100Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Cheminee	35a44ans	Gazvr	1177	18
2	1989a1990	2personnes	2pieces	Mensualise	6kVA	Qpay=5	Doubletarif	agglo.rurale	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1178	18
2	1986a1988	2personnes	4pieces	Mensualise	>=12kVA	Qpay=6	Doubletarif	2Ma5Mhab	1949->73	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Fioul	1179	18
2	1989a1990	1personne	1piece	Indestmensu	6kVA	Qpay=7	Doubletarif	50Ma100Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Bois	1180	18
2	1989a1990	1personne	1piece	Indestmensu	6kVA	Qpay=4	Doubletarif	50Ma100Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Bois	1181	18
2	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	50Ma100Mhab	<=1948	Locataire	Collectif	entre1989et1990	avant1982	Cheminee	35a44ans	Gazvr	1182	18
3	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=3	Doubletarif	50Ma100Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Gazvr	1183	18
3	1986a1988	4personnes	3pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	1184	18
2	1989a1990	1personne	1piece	Mensualise	6kVA	Qpay=7	Doubletarif	100Ma200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Bois	1185	18
2	1986a1988	4personnes	4pieces	Indestdeter	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	<=1948	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	1186	18
2	1989a1990	4personnes	3pieces	Indestdeter	9kVA	Qpay=7	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	1187	18
3	1986a1988	2personnes	3pieces	Indestdeter	9kVA	Qpay=5	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	45a54ans	Electric	1188	18
3	1989a1990	5perset+	>=6piec	Indestmensu	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Electric	1189	18
2	1966a1970	3personnes	>=6piec	Indestdeter	>=12kVA	Qpay=8	Doubletarif	2Ma5Mhab	<=1948	Proprietaire	Collectif	avant1982	entre1989et1990	Cheminee	65anset+	Electric	1190	18
3	1989a1990	4personnes	>=6piec	Indestdeter	9kVA	Qpay=8	Doubletarif	agglo.rurale	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Cheminee	18a34ans	Electric	1191	18
2	1981a1985	4personnes	5pieces	Indestdeter	>=12kVA	Qpay=6	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	1192	18
2	1989a1990	3personnes	3pieces	Indestmensu	6kVA	Qpay=6	Doubletarif	100Ma200Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	65anset+	Gazvr	1193	18
1	1989a1990	4personnes	>=6piec	Indestdeter	>=12kVA	Qpay=4	Doubletarif	100Ma200Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1194	18
3	1989a1990	1personne	1piece	Relevenormal	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1195	18
2	1971a1980	3personnes	5pieces	Mensualise	>=12kVA	Qpay=3	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	35a44ans	Electric	1196	18
2	1981a1985	4personnes	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	35a44ans	Electric	1197	18
3	1981a1985	1personne	3pieces	Indestdeter	6kVA	Qpay=6	Doubletarif	100Ma200Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Cheminee	45a54ans	Electric	1198	18
3	1989a1990	1personne	2pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Electric	1199	18
2	1981a1985	2personnes	4pieces	Indestdeter	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	55a64ans	Electric	1200	18
3	1989a1990	2personnes	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	55a64ans	Electric	1201	18
2	1989a1990	5perset+	2pieces	Relevenormal	6kVA	Qpay=7	Doubletarif	100Ma200Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	65anset+	Bois	1202	18
2	1989a1990	1personne	2pieces	Indestdeter	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	1949->73	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Bois	1203	18
2	1989a1990	3personnes	5pieces	Mensualise	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Gazvr	1204	18
3	1989a1990	1personne	2pieces	Relevenormal	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Bois	1205	18
1	1971a1980	1personne	3pieces	Indestdeter	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	35a44ans	Electric	1206	18
2	1986a1988	5perset+	5pieces	Indestmensu	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Gazvr	1207	18
3	1989a1990	3personnes	4pieces	Mensualise	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	1208	18
2	1966a1970	4personnes	4pieces	Mensualise	>=12kVA	Qpay=0,1,2	Doubletarif	agglo.rurale	<=1948	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	45a54ans	Electric	1209	18
3	1989a1990	3personnes	3pieces	Indestdeter	6kVA	Qpay=5	Doubletarif	100Ma200Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Electric	1210	18
2	1989a1990	2personnes	2pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1211	18
2	1989a1990	4personnes	>=6piec	Relevenormal	9kVA	Qpay=6	Doubletarif	100Ma200Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Bois	1212	18
3	1981a1985	4personnes	4pieces	Indestdeter	>=12kVA	Qpay=7	Doubletarif	10Ma20Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	45a54ans	Autre	1213	18
2	1981a1985	1personne	2pieces	Indestdeter	6kVA	Qpay=7	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Electric	1214	18
2	1986a1988	2personnes	3pieces	Mensualise	9kVA	Qpay=9	Doubletarif	100Ma200Mhab	1974->81	Locataire	Collectif	entre1982et1988	avant1982	Pascheminee	65anset+	Electric	1215	18
2	1986a1988	1personne	2pieces	Indestmensu	<=3kVA	Qpay=7	Simpletarif	10Ma20Mhab	<=1948	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Electric	1216	18
1	1986a1988	4personnes	>=6piec	Mensualise	>=12kVA	Qpay=9	Doubletarif	20Ma50Mhab	<=1948	Locataire	Individuel	entre1982et1988	avant1982	Pascheminee	45a54ans	Gazvr	1217	18
1	1989a1990	4personnes	3pieces	Indestmensu	6kVA	Qpay=7	Doubletarif	20Ma50Mhab	1949->73	Locataire	Collectif	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Gazvr	1218	18
1	1989a1990	3personnes	3pieces	Mensualise	6kVA	Qpay=6	Simpletarif	10Ma20Mhab	<=1948	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Bois	1219	18
2	1989a1990	3personnes	2pieces	Relevenormal	6kVA	Qpay=7	Doubletarif	10Ma20Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	35a44ans	Electric	1220	18
2	1986a1988	4personnes	4pieces	Indestdeter	>=12kVA	Qpay=3	Doubletarif	agglo.rurale	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Electric	1221	18
2	1989a1990	2personnes	2pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	5Ma10Mhab	<=1948	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	45a54ans	Electric	1222	18
